bank_transaction_id,ledger_id,bank_date,ledger_date,bank_amount,ledger_amount,amount_difference,date_difference_days,bank_description,ledger_description,match_status,match_reason,confidence_score,confidence_tier,duplicate_flag,duplicate_note
21966ea9-f6f5-4f1c-94c3-a4aebb56cdb6,LED100239,2023-11-04,2023-11-04,500.0,500.0,0.0,0.0,UPI/36746,UPI PAYMENT/36746,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
f2402973-d02a-48e8-a071-606321e13384,LED100240,2023-11-04,2023-11-04,19.0,19.0,0.0,0.0,UPI/BILLDESKRECHARGE,UPI PAYMENT/BILLDESKRECHARGE,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
21e97e5d-ea16-4110-a444-37f81fdf8430,LED100241,2023-11-05,2023-11-05,20.0,20.0,0.0,0.0,UPI/33095,UPI PAYMENT/33095,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
c39571d4-4945-4c65-8d20-7bca996636a4,LED100242,2023-11-06,2023-11-06,200.0,200.0,0.0,0.0,UPI/3310,UPI PAYMENT/3310,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
367ea7ac-a367-4b43-9200-1d8f355b175e,LED100243,2023-11-06,2023-11-06,200.0,200.0,0.0,0.0,UPI/36763,UPI PAYMENT/36763,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
6ed93c29-40da-4cef-b3d2-10f05dbfe25b,LED100244,2023-11-06,2023-11-06,105.0,105.0,0.0,0.0,UPI/36761,UPI PAYMENT/36761,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
4f4d0daf-5ad6-49d4-a7a6-1e00c8737e63,LED100245,2023-11-07,2023-11-07,1150.0,1150.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
3ef28929-ec15-42e9-b289-6184b2b41521,LED100246,2023-11-07,2023-11-07,51.0,51.0,0.0,0.0,UPI/33115,UPI PAYMENT/33115,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
4ef8759e-641f-4ded-8f4d-b3a7431c7c7b,LED100247,2023-11-07,2023-11-07,500.0,500.0,0.0,0.0,UPI/33113,UPI PAYMENT/33113,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
8a3ccbf2-08d2-48dc-b75d-022493b7426c,LED100248,2023-11-07,2023-11-07,10.0,10.0,0.0,0.0,UPI/36774,UPI PAYMENT/36774,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
9be68c05-3054-4202-95d5-0f9ededc5d16,LED100249,2023-11-07,2023-11-07,50.0,50.0,0.0,0.0,UPI/33112,UPI PAYMENT/33112,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
d4ecd289-3506-4423-a600-10a8c34bfde1,LED100250,2023-11-08,2023-11-08,250.0,250.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
d3935b54-131c-4c9d-9d0d-23f60439bb98,LED100251,2023-11-08,2023-11-08,180.0,180.0,0.0,0.0,UPI/3312,UPI PAYMENT/3312,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
633820ea-fcd9-449f-9457-9392cfb54d66,LED100252,2023-10-31,2023-10-31,15.0,15.0,0.0,0.0,518881000,518881000,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
e85c9e1a-eaac-423f-b630-14e357842c98,LED100253,2023-11-08,2023-11-08,50.0,50.0,0.0,0.0,UPI/33128/,UPI PAYMENT/33128/,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
5c8f92f9-7d43-4615-946e-dfbc51236589,LED100254,2023-11-09,2023-11-09,2950.0,2950.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
7f58d530-1042-4167-ad0c-705c51e04571,LED100255,2023-11-09,2023-11-09,200.0,200.0,0.0,0.0,UPI/33131,UPI PAYMENT/33131,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
2b308e5b-4d37-4c5e-bab3-a4046bf82c74,LED100256,2023-11-09,2023-11-09,140.0,140.0,0.0,0.0,UPI/33138,UPI PAYMENT/33138,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
bf8ceac8-b9bf-4426-ba5d-6aef34194b89,LED100257,2023-11-10,2023-11-10,10.0,10.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
33b2d244-724a-45a2-a3be-5bff19944544,LED100258,2023-11-10,2023-11-10,1250.0,1250.0,0.0,0.0,UPI/PAYTMgp,UPI PAYMENT/PAYTMGP,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
03810f5c-a342-4261-81c1-c6dd5837109d,LED100259,2023-11-10,2023-11-10,50.0,50.0,0.0,0.0,UPI/36801,UPI PAYMENT/36801,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
6c1a5ee0-7414-40a4-9f36-8b6933f0fa83,LED100260,2023-11-11,2023-11-11,3440.0,3440.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
a8ef789c-e018-4091-ae3c-1a8dd3059cee,LED100261,2023-11-11,2023-11-11,40.0,40.0,0.0,0.0,UPI/33153,UPI PAYMENT/33153,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
a1c54d9d-c9c1-4c41-b7e4-98f8432b533b,LED100262,2023-11-11,2023-11-11,120.0,120.0,0.0,0.0,UPI/PAYTM,UPI PAYMENT/PAYTM,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
f33055c2-9880-4c3c-b579-bc9dbdba255f,LED100263,2023-11-11,2023-11-11,30.0,30.0,0.0,0.0,UPI/PAYTMdp,UPI PAYMENT/PAYTMDP,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
058be90e-d820-42c5-b220-eb68cb6d91e6,LED100264,2023-11-11,2023-11-11,170.0,170.0,0.0,0.0,UPI/3315,UPI PAYMENT/3315,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
3f84beb9-7021-4782-9647-5ba0284541a3,LED100265,2023-11-11,2023-11-11,330.0,330.0,0.0,0.0,UPI/3681,UPI PAYMENT/3681,Potential Match,Amount + type match with description similarity 100%,85,Medium,Yes,Duplicate candidate detected
edcbfa22-a7c9-45bf-98f3-1b66f9293d78,LED100266,2023-11-12,2023-11-12,4730.0,4730.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
8b2832e2-79dc-4eec-ae84-d655ce623ccd,LED100267,2023-11-12,2023-11-12,1660.0,1660.0,0.0,0.0,UPI/33167,UPI PAYMENT/33167,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
330170cb-557c-4c51-a25f-dd1b3b1d6537,LED100268,2023-11-12,2023-11-12,50.0,50.0,0.0,0.0,UPI/33165,UPI PAYMENT/33165,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
2893b10d-01cf-47ef-874a-94b8e5228b5c,LED100269,2023-11-12,2023-11-12,1500.0,1500.0,0.0,0.0,UPI/33167,UPI PAYMENT/33167,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
e2c705f9-beb3-4fb4-8c29-2a79c80e1523,LED100270,2023-11-13,2023-11-13,420.0,420.0,0.0,0.0,UPI/BHARATPE,UPI PAYMENT/BHARATPE,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
508c0536-4c4d-428c-85f9-3a72cf1b941f,LED100271,2023-11-13,2023-11-13,300.0,300.0,0.0,0.0,UPI/PAYTMnp,UPI PAYMENT/PAYTMNP,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
2dbc636c-ac81-4322-b587-ef23f2665eee,LED100272,2023-11-13,2023-11-13,500.0,500.0,0.0,0.0,UPI/PAYTMnp,UPI PAYMENT/PAYTMNP,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
de7e8802-ba29-422f-b0c5-db358c58cac4,LED100273,2023-11-14,2023-11-14,239.0,239.0,0.0,0.0,UPI/EURONETGPAY,UPI PAYMENT/EURONETGPAY,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
2f4a0006-8083-40fe-aad2-09fe6306597a,LED100274,2023-11-14,2023-11-14,1.0,1.0,0.0,0.0,UPI/33183,UPI PAYMENT/33183,Potential Match,Amount + type match with description similarity 100%,85,Medium,No,No duplicate candidate
d6f48b90-8c0a-479c-86ab-566a322b65c1,LED100275,2023-11-14,2023-11-14,1.0,1.0,0.0,0.0,UPI/33187P,UPI PAYMENT/33187P,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
0f82247c-fd15-4d2f-a6c5-cdcb72196f04,LED100276,2023-11-14,2023-11-14,37999.0,37999.0,0.0,0.0,UPI/33181,UPI PAYMENT/33181,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
ed150d32-b72f-41de-8175-54316abd8bc8,LED100277,2023-11-14,2023-11-14,1.0,1.0,0.0,0.0,UPI/PAYTMUP,UPI PAYMENT/PAYTMUP,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
6d29d619-312a-4bdc-9371-636828f19d5f,LED100278,2023-11-14,2023-11-14,16500.0,16500.0,0.0,0.0,UPI/PAYTMUP,UPI PAYMENT/PAYTMUP,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
afd49d96-1e4c-4fe9-9032-b46d7642c1bf,LED100279,2023-11-14,2023-11-14,2000.0,2000.0,0.0,0.0,UPI/33187,UPI PAYMENT/33187,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
6b25f87d-9dd5-485a-8edb-fe376d57e6d8,LED100280,2023-11-14,2023-11-14,340.0,340.0,0.0,0.0,UPI/PAYTM,UPI PAYMENT/PAYTM,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
0030a0d2-6a89-4426-8a0d-49e66a45c790,LED100281,2023-11-14,2023-11-14,80.0,80.0,0.0,0.0,UPI/33182,UPI PAYMENT/33182,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
4a9f3653-0a32-446f-9f4d-1e83cc6fbb2f,LED100282,2023-11-15,2023-11-15,2000.0,2000.0,0.0,0.0,UPI/3685/P,UPI PAYMENT/3685/P,Potential Match,Amount + type match with description similarity 100%,85,Medium,No,No duplicate candidate
b24e9c76-675a-4eb5-a092-da3db90ee063,LED100283,2023-11-15,2023-11-15,2000.0,2000.0,0.0,0.0,UPI/REVERSAL,UPI PAYMENT/REVERSAL,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
e8c02bab-2c7c-4299-bfa2-46ca27ac4a9c,LED100284,2023-11-15,2023-11-15,2000.0,2000.0,0.0,0.0,UPI/36856/,UPI PAYMENT/36856/,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
b30b1251-a428-4d2c-9764-cedbe09ab33a,LED100285,2023-11-15,2023-11-15,1.0,1.0,0.0,0.0,UPI/36857,UPI PAYMENT/36857,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
3d2ba381-c2df-42d5-b507-4bcc2bf44905,LED100286,2023-11-15,2023-11-15,10000.0,10000.0,0.0,0.0,UPI/36858,UPI PAYMENT/36858,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
887f429e-9db1-49e1-8707-4a5f39882b85,LED100287,2023-11-15,2023-11-15,500.0,500.0,0.0,0.0,UPI/33194,UPI PAYMENT/33194,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
470bc77a-380a-481f-abda-9434b0dbe745,LED100288,2023-11-15,2023-11-15,10.0,10.0,0.0,0.0,UPI/36853,UPI PAYMENT/36853,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
3b63ef24-de3c-49db-a7b4-c3eb758795b7,LED100289,2023-11-16,2023-11-16,1320.0,1320.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
bc58e33b-28f7-43fb-ab50-0dfddf2bf456,LED100290,2023-11-16,2023-11-16,400.0,400.0,0.0,0.0,,,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
30cd1f8b-6261-43db-b452-515447228351,LED100291,2023-11-16,2023-11-16,1000.0,1000.0,0.0,0.0,UPI/33200,UPI PAYMENT/33200,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
68f475c3-2160-4a3f-b897-06632242aa0c,LED100292,2023-11-16,2023-11-16,45000.0,45000.0,0.0,0.0,BY CASH,BY CASH TRANSACTION,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
f7c87c2d-5431-46df-89b7-25ce913627cc,LED100293,2023-11-17,2023-11-17,270.0,270.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
1f3bd603-8abe-4e04-9c9b-1361e37f52ad,LED100294,2023-11-17,2023-11-17,50.0,50.0,0.0,0.0,UPI/PAYTMwp,UPI PAYMENT/PAYTMWP,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
7d42455e-56a4-4198-8945-86451a4b337e,LED100295,2023-11-17,2023-11-17,2000.0,2000.0,0.0,0.0,UPI/36879,UPI PAYMENT/36879,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
a90254ac-1868-4bca-ac10-61964ac95367,LED100296,2023-11-17,2023-11-17,21000.0,21000.0,0.0,0.0,UPI/FASHIONEAZY,UPI PAYMENT/FASHIONEAZY,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
9e5ed584-6d6c-411a-9554-d1bb99972aa1,LED100297,2023-11-17,2023-11-17,5200.0,5200.0,0.0,0.0,UPI/36871,UPI PAYMENT/36871,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
d1af2bf6-4719-48f1-b8f1-c8bfe9352db6,LED100298,2023-11-18,2023-11-18,130.0,130.0,0.0,0.0,UPI/PAYTMwp,UPI PAYMENT/PAYTMWP,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
632b5bf8-f914-4f72-aa64-bb969d0fe81f,LED100299,2023-11-18,2023-11-18,300.0,300.0,0.0,0.0,UPI/36881,UPI PAYMENT/36881,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
f7df2e6a-503d-4549-874c-48105ad17f2f,LED100300,2023-11-19,2023-11-19,600.0,600.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
8b12d93f-d4f5-44c5-af6a-0fe30065dfe0,LED100301,2023-11-19,2023-11-19,1.0,1.0,0.0,0.0,UPI/PAYTMUP,UPI PAYMENT/PAYTMUP,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
505c9f34-fa46-4e80-8a63-ac7028b4d457,LED100302,2023-11-19,2023-11-19,499.0,499.0,0.0,0.0,UPI/PAYTMNA,UPI PAYMENT/PAYTMNA,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
00d2ee8e-c73f-4576-857a-8b86116fe288,LED100303,2023-11-19,2023-11-19,20.0,20.0,0.0,0.0,UPI/33234,UPI PAYMENT/33234,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
9eeac9a2-6f46-4520-a72d-26dbca54809e,LED100304,2023-11-20,2023-11-20,1700.0,1700.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
d949c756-f0da-47d8-886b-4a266349697a,LED100305,2023-11-20,2023-11-20,200.0,200.0,0.0,0.0,UPI/33249,UPI PAYMENT/33249,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
51274ee8-3f86-4bc9-a947-b05ad81f259c,LED100306,2023-11-20,2023-11-20,45.0,45.0,0.0,0.0,UPI/GPAY,UPI PAYMENT/GPAY,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
7e3d56df-580b-4b13-a0f4-b16c6e499532,LED100307,2023-11-21,2023-11-21,2200.0,2200.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
88ea01a6-5933-4b8c-a0ed-ce17118cbeb0,LED100308,2023-11-22,2023-11-22,1250.0,1250.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
4346b532-d4f4-4de4-aa8d-b39c03387390,LED100309,2023-11-22,2023-11-22,200.0,200.0,0.0,0.0,UPI/36921,UPI PAYMENT/36921,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
2cd53cf9-5848-4a2d-8bd7-30cc9846c0ee,LED100310,2023-11-22,2023-11-22,290.0,290.0,0.0,0.0,UPI/33267,UPI PAYMENT/33267,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
ac95c4fc-71ec-44e2-bf53-30a6c5e723ad,LED100311,2023-11-23,2023-11-23,350.0,350.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
5ff491fc-1e7f-48fd-a44f-32f9d5053b9f,LED100312,2023-11-23,2023-11-23,100.0,100.0,0.0,0.0,UPI/33279,UPI PAYMENT/33279,Potential Match,Amount + type match with description similarity 100%,85,Medium,No,No duplicate candidate
ad942ea9-d12b-48d0-9a0c-7c043724c06e,LED100313,2023-11-23,2023-11-23,100.0,100.0,0.0,0.0,UPI/36936,UPI PAYMENT/36936,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
343b62a0-8530-46dd-b4c2-7f4d87bff9fd,LED100314,2023-11-24,2023-11-24,1600.0,1600.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
cd342f20-d121-492e-a2ed-aecd75a71ea1,LED100315,2023-11-24,2023-11-24,10.0,10.0,0.0,0.0,UPI/36947,UPI PAYMENT/36947,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
ae0dd897-8e9e-43cf-9922-2f83f71defb0,LED100316,2023-11-24,2023-11-24,201.0,201.0,0.0,0.0,UPI/JIOINAPPDIRECT/,UPI PAYMENT/JIOINAPPDIRECT/,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
7434e1b8-a31a-4daf-a3f0-3d5bbd85a091,LED100317,2023-11-24,2023-11-24,60.0,60.0,0.0,0.0,UPI/33287,UPI PAYMENT/33287,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
64359bb5-001f-4d75-bf3f-5a0f7a83721d,LED100318,2023-11-25,2023-11-25,2200.0,2200.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
d7a24290-3f7c-4a0f-bb10-59a35cadf7a7,LED100319,2023-11-25,2023-11-25,241.0,241.0,0.0,0.0,UPI/AIRTELPREDIRECT,UPI PAYMENT/AIRTELPREDIRECT,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
36d89541-efdd-4969-8c7d-54fd6cbe178a,LED100320,2023-11-25,2023-11-27,200.0,200.0,0.0,2.0,UPI/33293,UPI PAYMENT/33293,Timing Difference,"Amount + type match, date difference 2 day(s), description similarity 100%",75,Medium,No,No duplicate candidate
1812fb87-0dd6-4172-9978-79aecbd5185e,LED100321,2023-11-26,2023-11-26,1070.0,1070.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
9c98e1bf-3fa4-4993-aec1-1b4a4e1ca220,LED100322,2023-11-26,2023-11-26,1.0,1.0,0.0,0.0,UPI/33308,UPI PAYMENT/33308,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
75635fc2-67a3-4539-8e05-ee1a20c78efa,LED100323,2023-11-26,2023-11-26,5000.0,5000.0,0.0,0.0,UPI/36963,UPI PAYMENT/36963,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
5fc5f6a6-d30c-4463-8f06-837284784066,LED100324,2023-11-27,2023-11-27,950.0,950.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
4e2ffce6-1f63-47fd-a074-7fff8772141a,LED100325,2023-11-27,2023-11-27,120.0,120.0,0.0,0.0,UPI/36978,UPI PAYMENT/36978,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
c166807b-bd8f-413c-8b0c-aa899e3a545d,LED100326,2023-11-27,2023-11-27,19.0,19.0,0.0,0.0,UPI/JIOINAPPDIRECT/,UPI PAYMENT/JIOINAPPDIRECT/,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
c1d1e376-af63-471a-abe7-4f035facf30d,LED100327,2023-11-28,2023-11-28,800.0,800.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
275017b6-a00e-486f-a7f3-e0fb19e98644,LED100328,2023-11-28,2023-11-28,100.0,100.0,0.0,0.0,UPI/3698,UPI PAYMENT/3698,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
c6e2ea68-9079-40f8-8b4e-a7d294b69741,LED100329,2023-11-28,2023-11-28,150.0,150.0,0.0,0.0,UPI/36989,UPI PAYMENT/36989,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
115e3d52-56c4-4f3b-9f87-6d8bfc0370e3,LED100330,2023-11-28,2023-11-28,19.0,19.0,0.0,0.0,UPI/EURONETGPAY,UPI PAYMENT/EURONETGPAY,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
5dcb09f6-be85-4846-8914-637047408ee6,LED100331,2023-11-29,2023-11-29,151.0,151.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
60c58e3b-a75f-4961-b0ee-96cbaa0ec2f8,LED100332,2023-11-29,2023-11-29,40.0,40.0,0.0,0.0,UPI/PAYTM,UPI PAYMENT/PAYTM,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
dfbb98e2-96b0-4992-aed0-acc3c73cd167,LED100333,2023-11-29,2023-11-29,19000.0,19000.0,0.0,0.0,UPI/33333,UPI PAYMENT/33333,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
fa3a4eef-62d7-4983-bec0-de57682a2351,LED100334,2023-11-29,2023-11-29,12700.0,12700.0,0.0,0.0,UPI/36992,UPI PAYMENT/36992,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
d0f14f9d-9547-4627-bb53-fa14e241b4f5,LED100335,2023-11-29,2023-11-29,100.0,100.0,0.0,0.0,UPI/33331,UPI PAYMENT/33331,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
6c302bab-ff0d-4507-ac15-bf2df72368f3,LED100336,2023-11-29,2023-11-29,1.0,1.0,0.0,0.0,UPI/36990,UPI PAYMENT/36990,Potential Match,Amount + type match with description similarity 100%,85,Medium,No,No duplicate candidate
95e029ef-d7fb-452e-bfd9-7a537166c523,LED100337,2023-11-29,2023-11-29,1.0,1.0,0.0,0.0,UPI/3699,UPI PAYMENT/3699,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
6743eb41-36cc-4ab6-ac49-2c1812d28960,LED100338,2023-11-29,2023-11-29,2000.0,2000.0,0.0,0.0,UPI/3699,UPI PAYMENT/3699,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
aad12703-8c25-4ce0-b63a-2a2bf2523f35,LED100339,2023-11-29,2023-11-29,90.0,90.0,0.0,0.0,UPI/PAYTMfp,UPI PAYMENT/PAYTMFP,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
3ff4cfb5-eec0-42e2-b00b-f2fb7d63416f,LED100472,2023-12-01,2024-01-16,1500.0,1500.0,0.0,46.0,NEFT,NEFT PAYMENT,Potential Match,Same amount + high description similarity 100% but date differs by 46 days,60,Low,No,No duplicate candidate
bd4a809c-2513-455a-8eae-115c1ecb11de,LED100341,2023-12-01,2023-12-01,40.0,40.0,0.0,0.0,UPI/33357,UPI PAYMENT/33357,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
3de3b4c1-b1c2-49af-9a0a-6ba45e489cb5,LED100342,2023-12-01,2023-12-01,199.0,199.0,0.0,0.0,UPI/BILLDESKRECHARGE,UPI PAYMENT/BILLDESKRECHARGE,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
014c4796-9ad0-473d-83bb-357fcea8e152,LED100343,2023-12-01,2023-12-01,250.0,250.0,0.0,0.0,UPI/33354,UPI PAYMENT/33354,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
8a2f5e55-dfdd-427f-8870-0150f68cc498,LED100344,2023-12-02,2023-12-02,600.0,600.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
53009bee-6c73-4d5d-958f-b3258f552391,LED100345,2023-12-02,2023-12-02,500.0,500.0,0.0,0.0,UPI/3702,UPI PAYMENT/3702,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
b6c5da26-8ed8-49c5-ba4a-bf31127ce418,LED100346,2023-12-02,2023-12-02,40.0,40.0,0.0,0.0,UPI/33369,UPI PAYMENT/33369,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
67290c96-fe8b-44b2-9ab3-4c4b3b046cb7,LED100347,2023-12-03,2023-12-03,1450.0,1450.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
942d6886-8012-4678-93a2-b100cbd039f5,,2023-12-03,,1000.0,,,,UPI/3703,,Unmatched Bank Transaction,No suitable ledger transaction found,0,Low,No,No duplicate candidate
048a160c-23ad-481e-a0ff-578c6fa5691a,LED100349,2023-12-04,2023-12-04,900.0,900.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
7e563d6a-9bd2-4e92-98d6-d1d5198fcd77,LED100350,2023-12-04,2023-12-04,239.0,239.0,0.0,0.0,UPI/BILLDESKRECHARGE,UPI PAYMENT/BILLDESKRECHARGE,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
9cffe60a-004d-4301-be5d-65fec77679d4,LED100351,2023-12-04,2023-12-04,1550.0,1550.0,0.0,0.0,UPI/37044,UPI PAYMENT/37044,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
235cd63f-42dc-4c6c-937d-5edceea0515a,LED100352,2023-12-05,2023-12-05,7560.0,7560.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
fbcbe993-694a-41b5-af91-b8849e09696d,LED100353,2023-12-05,2023-12-05,60.0,61.2,1.2,0.0,UPI/PAYTM,UPI PAYMENT/PAYTM,Amount Mismatch,Description similarity 100% but amount differs by ₹1.20,80,Medium,No,No duplicate candidate
069c0e2e-c49f-4381-b345-9fa78ad7005f,LED100354,2023-12-05,2023-12-05,13000.0,13000.0,0.0,0.0,UPI/BHARATPE,UPI PAYMENT/BHARATPE,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
9407b42d-53e7-482b-a58e-bace37332a4a,LED100355,2023-12-05,2023-12-05,200.0,200.0,0.0,0.0,UPI/33395,UPI PAYMENT/33395,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
8c80c555-956d-49d3-99f6-b69bf42fa411,LED100356,2023-12-06,2023-12-06,138.0,138.0,0.0,0.0,UPI/37063,UPI PAYMENT/37063,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
