ledger_id,ledger_date,account,transaction_type,payment_mode,amount,description,bank_reference,source_bank_transaction_id,status
LED100153,2023-10-05,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,30.0,UPI PAYMENT/32783,,6b92418c-590d-42fd-abc0-fb5156683c35,Posted
LED100154,2023-10-05,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,160.0,UPI PAYMENT/32784,,d3bc1598-5ded-4832-a6f9-069e5c28d7ac,Posted
LED100155,2023-10-06,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,226.0,UPI PAYMENT/32795,,8e96f9b1-5fc7-489f-9566-35ac1f240252,Posted
LED100156,2023-10-06,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,320.0,UPI PAYMENT/BHARATPE,,177a6ed6-5383-405b-b331-955da39f85c6,Posted
LED100157,2023-10-06,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/36454,,39cad768-4f42-4879-9fa4-12f7d5f75fea,Posted
LED100159,2023-10-06,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,220.0,UPI PAYMENT/BHARATPE,,979fab68-939e-4b78-8f89-09c0dbb46472,Posted
LED100160,2023-10-06,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,220.0,UPI PAYMENT/3279,,e30a976a-ef08-44a4-88c2-9105178a4999,Posted
LED100161,2023-10-06,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,30.0,UPI PAYMENT/36458,,9f694e56-84bb-4322-86d1-048ed5d7b7b0,Posted
LED100162,2023-10-07,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,2330.0,NEFT PAYMENT,8646845.0,d59218dd-56a8-4c04-b1b4-ac13349f5d81,Posted
LED100163,2023-10-07,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,19.0,UPI PAYMENT/GPAYBILLREACHARGE,,0cc87859-f3c0-4c5c-b51a-bfdd20a1433b,Posted
LED100164,2023-10-07,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,2000.0,UPI PAYMENT/BHARATPE,,d8aaf10a-4bd0-4389-812e-1b1588d811a4,Posted
LED100165,2023-10-07,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,20.0,UPI PAYMENT/36462,,50052b56-dc7d-48e4-a9c6-3875ab1497d0,Posted
LED100166,2023-10-07,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,330.0,UPI PAYMENT/32802,,1bd129a3-31f0-4a9c-b646-532f3decb10a,Posted
LED100167,2023-10-08,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,1900.0,UPI PAYMENT/3647,,1ae3ff28-9cdb-461b-921e-5137cbb992b8,Posted
LED100168,2023-10-08,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,100.0,UPI PAYMENT/BHARATPE,,7c549684-4fc8-4b23-a781-d8f878d8ce29,Posted
LED100169,2023-10-09,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,100.0,NEFT PAYMENT,8646845.0,c59fa33b-8458-44ce-be05-d5944e2325c6,Posted
LED100170,2023-10-09,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,2000.0,UPI PAYMENT/36486,,b7b95690-4180-4dcc-90ae-b34aad750bbc,Posted
LED100171,2023-10-09,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,50.0,UPI PAYMENT/BHARATPE4,,74d0b7b2-cd18-4910-bcff-e515a3c704f5,Posted
LED100172,2023-10-08,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,100.0,UPI PAYMENT/3648,,bb88f510-b541-44e1-87a4-069ea4c9f816,Posted
LED100173,2023-10-09,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,110.0,UPI PAYMENT/BHARATPE,,601ec0cd-17de-4fe2-906c-9ec67ac87798,Posted
LED100174,2023-10-10,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,100.0,NEFT PAYMENT,8646845.0,f24446ac-dee7-4127-987f-14d106066704,Posted
LED100175,2023-10-10,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,20.0,UPI PAYMENT/BHARATPE,,c96959bd-3737-4608-874d-112b99790eb0,Posted
LED100176,2023-10-10,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,5.0,UPI PAYMENT/36499,,d5bdd359-5af3-40e1-a991-3e9346cdd63e,Posted
LED100177,2023-10-10,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,310.0,UPI PAYMENT/PAYTM,,6d174e80-c032-4336-9133-dc7ac9817170,Posted
LED100178,2023-10-11,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,500.0,UPI PAYMENT/32841,,6d30b4ce-41a8-490f-90df-6ecb91f6b32a,Posted
LED100179,2023-10-11,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,250.0,NEFT PAYMENT,8646845.0,8078fdd5-2c46-4cae-8ee1-d51aa7f1e5f8,Posted
LED100180,2023-10-11,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,100.0,UPI PAYMENT/3650,,2744f39f-7233-45ba-bcee-cc1da7ba8fe1,Posted
LED100181,2023-10-11,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,120.0,UPI PAYMENT/PAYTM,,65eddd32-8d66-4c4d-a947-2b358232f3cb,Posted
LED100182,2023-10-11,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,100.0,UPI PAYMENT/36509,,cac58514-4078-4a90-84cc-de42811911eb,Posted
LED100183,2023-10-12,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,1000.0,NEFT PAYMENT,8646845.0,e1f83744-7362-4c54-89ce-1691eca8ef60,Posted
LED100184,2023-10-12,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,200.0,UPI PAYMENT/3285,,809ea0c8-6adc-4383-bd99-7dbb099af5da,Posted
LED100185,2023-10-13,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,600.0,NEFT PAYMENT,8646845.0,bce416a1-2b74-4d3f-b4c8-c9ae537fa9a1,Posted
LED100186,2023-10-14,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/36530,,20393504-68b3-4b3f-9e1f-155fd831cebb,Posted
LED100188,2023-10-14,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/PAYTM101,,558d36f0-3e16-4507-92b7-50e77e0d9a55,Posted
LED100189,2023-10-15,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,55.0,UPI PAYMENT/32880,,7c8a8442-bf95-44d2-a3ee-d4e4eb117c1f,Posted
LED100190,2023-10-15,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,300.0,UPI PAYMENT/32883,,4ff90fe0-c39d-4f1a-bda7-487800f1945e,Posted
LED100191,2023-10-15,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,510.0,UPI PAYMENT/BHARATPE,,dc0ee0f8-829f-44f6-a5f5-6bd0ac36c81b,Posted
LED100192,2023-10-15,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,50.0,UPI PAYMENT/PAYTMDP,,9cba4c27-7f9b-4a22-af17-67d5e193766f,Posted
LED100193,2023-10-16,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,1300.0,NEFT PAYMENT,8646845.0,509f6222-7a2b-45a3-b813-e97da77b66fc,Posted
LED100194,2023-10-16,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1000.0,UPI PAYMENT/3289,,546f9c7a-6f58-40b0-9560-aca41605644d,Posted
LED100195,2023-10-17,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,241.0,UPI PAYMENT/JIOINAPPDIRECT/,,8b021c7e-13a1-4b6c-b757-dc5a3dde97ec,Posted
LED100196,2023-10-17,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,950.0,NEFT PAYMENT,8646845.0,d398a84c-b552-4023-9d8d-78af1b66d578,Posted
LED100197,2023-10-18,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,930.0,NEFT PAYMENT,8646845.0,eb8c18e6-2871-446f-b7ea-dc8120b38fd7,Posted
LED100198,2023-10-19,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,25.0,UPI PAYMENT/32925,,9603956b-ea80-4bce-b673-e19476398b45,Posted
LED100199,2023-10-19,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/32924,,f5a83366-1dd6-4bd3-8f15-10cf41f7310b,Posted
LED100200,2023-10-20,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,500.0,UPI PAYMENT/32931/,,0531c7aa-c1f2-414c-b136-fde68604ed61,Posted
LED100201,2023-10-20,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,40.0,UPI PAYMENT/36597,,5c3b7e44-bf67-4d51-85ab-6894e2e9cde7,Posted
LED100202,2023-10-21,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,830.0,NEFT PAYMENT,8646845.0,9aa8a7f5-4019-44be-a141-c712b1b8b334,Posted
LED100203,2023-10-21,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,3300.0,UPI PAYMENT/GPAY,,fae0feb2-23d0-43c7-a0a4-f35a4d3b6497,Posted
LED100204,2023-10-21,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,136.0,UPI PAYMENT/36606,,c097d89b-b2cf-4774-8309-4aaf893f1350,Posted
LED100205,2023-10-22,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,200.0,UPI PAYMENT/36613,,359cbf7a-158a-4376-b7d1-bd9d5d529761,Posted
LED100206,2023-10-22,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/32958,,d74640f5-bb06-4f9b-b21b-bce32d862fa4,Posted
LED100207,2023-10-23,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,270.0,NEFT PAYMENT,8646845.0,e3dd02e3-2294-4620-8d6c-3c95db04a5e4,Posted
LED100208,2023-10-23,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,20.0,UPI PAYMENT/BHARATPE,,5a663c28-a8fd-4077-9a65-48f682bb09e8,Posted
LED100209,2023-10-23,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,100.0,UPI PAYMENT/3296,,e5cb5574-6f29-4d02-b71a-55f792af3ddb,Posted
LED100210,2023-10-23,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,150.0,UPI PAYMENT/BHARATPE,,9c95a744-1b6d-44a6-be6a-3b4afed32e7c,Posted
LED100211,2023-10-24,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,250.0,NEFT PAYMENT,8646845.0,49d3f474-c97e-4e36-b384-7014c001d5c7,Posted
LED100212,2023-10-24,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,43.0,UPI PAYMENT/36636,,dfc6781b-58ff-4760-8291-04f0024601bd,Posted
LED100213,2023-10-24,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,100.0,UPI PAYMENT/32971,,85b66477-4613-4666-9f2c-ae064034d79f,Posted
LED100214,2023-10-24,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,150.0,UPI PAYMENT/PAYTM,,9cdca0b6-cb0b-4d91-8a61-8170d770ea87,Posted
LED100215,2023-10-24,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,30.0,UPI PAYMENT/BHARATPE,,16c81143-37e9-4b8e-9a48-0e39158f0861,Posted
LED100217,2023-10-24,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,200.0,UPI PAYMENT/32975,,edfc5007-2c33-48bd-bdc0-5a6c8bc291c3,Posted
LED100218,2023-10-25,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,1000.0,NEFT PAYMENT,8646845.0,a4bc2686-8db0-4dd6-bfc2-25961ac95b73,Posted
LED100219,2023-10-25,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,60.0,UPI PAYMENT/36640/U,,ee894c06-f873-4f7b-a2c2-a5dac5c3964f,Posted
LED100220,2023-10-25,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,19.0,UPI PAYMENT/JIOINAPPDIRECT/,,8b680f57-f204-4e03-922f-9fd140fff54f,Posted
LED100221,2023-10-26,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/36655,,1c439506-fc8d-45e5-ae81-7d0daab976fd,Posted
LED100222,2023-10-28,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,400.0,NEFT PAYMENT,8646845.0,884e791b-e8bf-45aa-a63a-561667ae14ba,Posted
LED100223,2023-10-28,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,239.0,UPI PAYMENT/EURONETGPAY,,3bc9eb42-0bb0-4e3a-b035-b49f0a058b82,Posted
LED100224,2023-10-28,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,400.0,UPI PAYMENT/PAYTM,,7169dcf4-e9d8-4d10-910c-f39b4c1f93ae,Posted
LED100225,2023-10-28,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,310.0,UPI PAYMENT/PAYTM,,1c3be831-b1a6-4243-b2a7-da4c2fb6f345,Posted
LED100226,2023-10-28,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,215.0,UPI PAYMENT/36671,,8b0ce824-2823-4351-b7a4-5289a71f8458,Posted
LED100227,2023-10-30,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,2.0,NEFT PAYMENT,8646845.0,0f0c4711-5d8c-46be-b8fd-f097ec067ca2,Posted
LED100228,2023-10-30,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,22.0,UPI PAYMENT/33035,,8f29ee5f-6d09-4ffe-8b32-65a507519289,Posted
LED100229,2023-10-30,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,200.0,UPI PAYMENT/3303,,f7a0a036-2ce3-4a7c-951d-2b6b9719b849,Posted
LED100230,2023-10-30,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,200.0,UPI PAYMENT/BHARATPE,,1f52f45a-34af-4630-af73-0994db93492c,Posted
LED100231,2023-10-31,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,30.0,UPI PAYMENT/BHARATPE,,bca2495e-7cce-432f-bdda-471b907ec613,Posted
LED100232,2023-11-01,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,145.0,UPI PAYMENT/36716,,de44cd2d-0a16-4dbf-807a-b47d70c3c694,Posted
LED100233,2023-11-02,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,280.0,NEFT PAYMENT,8646845.0,6fa60611-61be-4564-a3c8-b47e98c91994,Posted
LED100234,2023-11-02,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,500.0,UPI PAYMENT/33061,,db47a064-9201-49ba-97b2-6bf457a6941b,Posted
LED100235,2023-11-02,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/33060,,c37b3623-e44d-418f-91bc-8816abd60877,Posted
LED100236,2023-11-02,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,150.0,UPI PAYMENT/PAYTMWP,,faab3b7e-102d-4fdf-95c3-9fbf354d8fa2,Posted
LED100237,2023-11-03,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,60.0,UPI PAYMENT/PAYTM,,f67d2304-8bd9-424e-a19a-51f108ce0cb7,Posted
LED100238,2023-11-03,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,180.0,UPI PAYMENT/33078,,848b08b3-d77c-4edf-b994-e3a62b42ae96,Posted
LED100239,2023-11-04,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,500.0,UPI PAYMENT/36746,,21966ea9-f6f5-4f1c-94c3-a4aebb56cdb6,Posted
LED100240,2023-11-04,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,19.0,UPI PAYMENT/BILLDESKRECHARGE,,f2402973-d02a-48e8-a071-606321e13384,Posted
LED100241,2023-11-05,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,20.0,UPI PAYMENT/33095,,21e97e5d-ea16-4110-a444-37f81fdf8430,Posted
LED100242,2023-11-06,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,200.0,UPI PAYMENT/3310,,c39571d4-4945-4c65-8d20-7bca996636a4,Posted
LED100243,2023-11-06,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,200.0,UPI PAYMENT/36763,,367ea7ac-a367-4b43-9200-1d8f355b175e,Posted
LED100244,2023-11-06,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,105.0,UPI PAYMENT/36761,,6ed93c29-40da-4cef-b3d2-10f05dbfe25b,Posted
LED100245,2023-11-07,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,1150.0,NEFT PAYMENT,8646845.0,4f4d0daf-5ad6-49d4-a7a6-1e00c8737e63,Posted
LED100246,2023-11-07,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,51.0,UPI PAYMENT/33115,,3ef28929-ec15-42e9-b289-6184b2b41521,Posted
LED100247,2023-11-07,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,500.0,UPI PAYMENT/33113,,4ef8759e-641f-4ded-8f4d-b3a7431c7c7b,Posted
LED100248,2023-11-07,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/36774,,8a3ccbf2-08d2-48dc-b75d-022493b7426c,Posted
LED100249,2023-11-07,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,50.0,UPI PAYMENT/33112,,9be68c05-3054-4202-95d5-0f9ededc5d16,Posted
LED100250,2023-11-08,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,250.0,NEFT PAYMENT,8646845.0,d4ecd289-3506-4423-a600-10a8c34bfde1,Posted
LED100251,2023-11-08,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,180.0,UPI PAYMENT/3312,,d3935b54-131c-4c9d-9d0d-23f60439bb98,Posted
LED100252,2023-10-31,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,15.0,518881000,,633820ea-fcd9-449f-9457-9392cfb54d66,Posted
LED100253,2023-11-08,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,50.0,UPI PAYMENT/33128/,,e85c9e1a-eaac-423f-b630-14e357842c98,Posted
LED100254,2023-11-09,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,2950.0,NEFT PAYMENT,8646845.0,5c8f92f9-7d43-4615-946e-dfbc51236589,Posted
LED100255,2023-11-09,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,200.0,UPI PAYMENT/33131,,7f58d530-1042-4167-ad0c-705c51e04571,Posted
LED100256,2023-11-09,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,140.0,UPI PAYMENT/33138,,2b308e5b-4d37-4c5e-bab3-a4046bf82c74,Posted
LED100257,2023-11-10,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,10.0,NEFT PAYMENT,8646845.0,bf8ceac8-b9bf-4426-ba5d-6aef34194b89,Posted
LED100258,2023-11-10,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1250.0,UPI PAYMENT/PAYTMGP,,33b2d244-724a-45a2-a3be-5bff19944544,Posted
LED100259,2023-11-10,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,50.0,UPI PAYMENT/36801,,03810f5c-a342-4261-81c1-c6dd5837109d,Posted
LED100260,2023-11-11,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,3440.0,NEFT PAYMENT,8646845.0,6c1a5ee0-7414-40a4-9f36-8b6933f0fa83,Posted
LED100261,2023-11-11,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,40.0,UPI PAYMENT/33153,,a8ef789c-e018-4091-ae3c-1a8dd3059cee,Posted
LED100262,2023-11-11,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,120.0,UPI PAYMENT/PAYTM,,a1c54d9d-c9c1-4c41-b7e4-98f8432b533b,Posted
LED100263,2023-11-11,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,30.0,UPI PAYMENT/PAYTMDP,,f33055c2-9880-4c3c-b579-bc9dbdba255f,Posted
LED100264,2023-11-11,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,170.0,UPI PAYMENT/3315,,058be90e-d820-42c5-b220-eb68cb6d91e6,Posted
LED100265,2023-11-11,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,330.0,UPI PAYMENT/3681,,3f84beb9-7021-4782-9647-5ba0284541a3,Posted
LED100266,2023-11-12,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,4730.0,NEFT PAYMENT,8646845.0,edcbfa22-a7c9-45bf-98f3-1b66f9293d78,Posted
LED100267,2023-11-12,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1660.0,UPI PAYMENT/33167,,8b2832e2-79dc-4eec-ae84-d655ce623ccd,Posted
LED100268,2023-11-12,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,50.0,UPI PAYMENT/33165,,330170cb-557c-4c51-a25f-dd1b3b1d6537,Posted
LED100269,2023-11-12,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1500.0,UPI PAYMENT/33167,,2893b10d-01cf-47ef-874a-94b8e5228b5c,Posted
LED100270,2023-11-13,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,420.0,UPI PAYMENT/BHARATPE,,e2c705f9-beb3-4fb4-8c29-2a79c80e1523,Posted
LED100271,2023-11-13,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,300.0,UPI PAYMENT/PAYTMNP,,508c0536-4c4d-428c-85f9-3a72cf1b941f,Posted
LED100272,2023-11-13,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,500.0,UPI PAYMENT/PAYTMNP,,2dbc636c-ac81-4322-b587-ef23f2665eee,Posted
LED100273,2023-11-14,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,239.0,UPI PAYMENT/EURONETGPAY,,de7e8802-ba29-422f-b0c5-db358c58cac4,Posted
LED100274,2023-11-14,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,1.0,UPI PAYMENT/33183,,2f4a0006-8083-40fe-aad2-09fe6306597a,Posted
LED100275,2023-11-14,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,1.0,UPI PAYMENT/33187P,,d6f48b90-8c0a-479c-86ab-566a322b65c1,Posted
LED100276,2023-11-14,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,37999.0,UPI PAYMENT/33181,,0f82247c-fd15-4d2f-a6c5-cdcb72196f04,Posted
LED100277,2023-11-14,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1.0,UPI PAYMENT/PAYTMUP,,ed150d32-b72f-41de-8175-54316abd8bc8,Posted
LED100278,2023-11-14,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,16500.0,UPI PAYMENT/PAYTMUP,,6d29d619-312a-4bdc-9371-636828f19d5f,Posted
LED100279,2023-11-14,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,2000.0,UPI PAYMENT/33187,,afd49d96-1e4c-4fe9-9032-b46d7642c1bf,Posted
LED100280,2023-11-14,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,340.0,UPI PAYMENT/PAYTM,,6b25f87d-9dd5-485a-8edb-fe376d57e6d8,Posted
LED100281,2023-11-14,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,80.0,UPI PAYMENT/33182,,0030a0d2-6a89-4426-8a0d-49e66a45c790,Posted
LED100282,2023-11-15,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,2000.0,UPI PAYMENT/3685/P,,4a9f3653-0a32-446f-9f4d-1e83cc6fbb2f,Posted
LED100283,2023-11-15,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,2000.0,UPI PAYMENT/REVERSAL,,b24e9c76-675a-4eb5-a092-da3db90ee063,Posted
LED100284,2023-11-15,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,2000.0,UPI PAYMENT/36856/,,e8c02bab-2c7c-4299-bfa2-46ca27ac4a9c,Posted
LED100285,2023-11-15,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1.0,UPI PAYMENT/36857,,b30b1251-a428-4d2c-9764-cedbe09ab33a,Posted
LED100286,2023-11-15,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10000.0,UPI PAYMENT/36858,,3d2ba381-c2df-42d5-b507-4bcc2bf44905,Posted
LED100287,2023-11-15,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,500.0,UPI PAYMENT/33194,,887f429e-9db1-49e1-8707-4a5f39882b85,Posted
LED100288,2023-11-15,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/36853,,470bc77a-380a-481f-abda-9434b0dbe745,Posted
LED100289,2023-11-16,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,1320.0,NEFT PAYMENT,8646845.0,3b63ef24-de3c-49db-a7b4-c3eb758795b7,Posted
LED100290,2023-11-16,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,400.0,,,bc58e33b-28f7-43fb-ab50-0dfddf2bf456,Posted
LED100291,2023-11-16,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1000.0,UPI PAYMENT/33200,,30cd1f8b-6261-43db-b452-515447228351,Posted
LED100292,2023-11-16,MAIN_OPERATING_ACCOUNT,CREDIT,CASH,45000.0,BY CASH TRANSACTION,,68f475c3-2160-4a3f-b897-06632242aa0c,Posted
LED100293,2023-11-17,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,270.0,NEFT PAYMENT,8646845.0,f7c87c2d-5431-46df-89b7-25ce913627cc,Posted
LED100294,2023-11-17,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,50.0,UPI PAYMENT/PAYTMWP,,1f3bd603-8abe-4e04-9c9b-1361e37f52ad,Posted
LED100295,2023-11-17,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,2000.0,UPI PAYMENT/36879,,7d42455e-56a4-4198-8945-86451a4b337e,Posted
LED100296,2023-11-17,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,21000.0,UPI PAYMENT/FASHIONEAZY,,a90254ac-1868-4bca-ac10-61964ac95367,Posted
LED100297,2023-11-17,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,5200.0,UPI PAYMENT/36871,,9e5ed584-6d6c-411a-9554-d1bb99972aa1,Posted
LED100298,2023-11-18,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,130.0,UPI PAYMENT/PAYTMWP,,d1af2bf6-4719-48f1-b8f1-c8bfe9352db6,Posted
LED100299,2023-11-18,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,300.0,UPI PAYMENT/36881,,632b5bf8-f914-4f72-aa64-bb969d0fe81f,Posted
LED100300,2023-11-19,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,600.0,NEFT PAYMENT,8646845.0,f7df2e6a-503d-4549-874c-48105ad17f2f,Posted
LED100301,2023-11-19,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1.0,UPI PAYMENT/PAYTMUP,,8b12d93f-d4f5-44c5-af6a-0fe30065dfe0,Posted
LED100302,2023-11-19,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,499.0,UPI PAYMENT/PAYTMNA,,505c9f34-fa46-4e80-8a63-ac7028b4d457,Posted
LED100303,2023-11-19,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,20.0,UPI PAYMENT/33234,,00d2ee8e-c73f-4576-857a-8b86116fe288,Posted
LED100304,2023-11-20,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,1700.0,NEFT PAYMENT,8646845.0,9eeac9a2-6f46-4520-a72d-26dbca54809e,Posted
LED100305,2023-11-20,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,200.0,UPI PAYMENT/33249,,d949c756-f0da-47d8-886b-4a266349697a,Posted
